ID,NAME,YEAR,MONTH,DAY,HOUR,LAT,LONG,STATUS,CATEGORY,WIND,PRESSURE,TROPICALSTORM_FORCE_DIAMETER,HURRICANE_FORCE_DIAMETER
ALLISON200106,Allison,2001,6,15,6,34.9,-77,Subtropical Depression,NA,25,1008,NA,NA
ALLISON200106,Allison,2001,6,15,12,35.5,-76.9,Subtropical Depression,NA,25,1008,NA,NA
ALLISON200106,Allison,2001,6,15,18,35.9,-76.8,Subtropical Depression,NA,25,1009,NA,NA
ALLISON200106,Allison,2001,6,16,0,36.3,-76.6,Subtropical Depression,NA,25,1007,NA,NA
ALLISON200106,Allison,2001,6,16,6,36.6,-76.2,Subtropical Depression,NA,25,1007,NA,NA
ALLISON200106,Allison,2001,6,16,12,36.8,-75.9,Subtropical Depression,NA,25,1007,NA,NA
ALLISON200106,Allison,2001,6,16,18,37.2,-75.5,Subtropical Depression,NA,25,1006,NA,NA
ALLISON200106,Allison,2001,6,17,0,37.8,-75.4,Subtropical Depression,NA,25,1006,NA,NA
ALLISON200106,Allison,2001,6,17,6,38.6,-74.5,Subtropical Depression,NA,30,1005,NA,NA
ALLISON200106,Allison,2001,6,17,12,39.3,-73.4,Subtropical Storm,NA,40,1004,NA,NA
ALLISON200106,Allison,2001,6,17,18,40,-72.1,Subtropical Storm,NA,35,1005,NA,NA
ALLISON200106,Allison,2001,6,18,0,40.6,-70.8,Extratropical,NA,30,1006,NA,NA
ALLISON200106,Allison,2001,6,18,6,41.3,-69.4,Extratropical,NA,30,1008,NA,NA
ALLISON200106,Allison,2001,6,18,12,42,-67.4,Extratropical,NA,30,1009,NA,NA
ALLISON200106,Allison,2001,6,18,18,42.7,-64.6,Extratropical,NA,25,1011,NA,NA
ALLISON200106,Allison,2001,6,19,0,43.5,-61,Extratropical,NA,20,1012,NA,NA
AL200107,AL022001,2001,7,11,18,10.9,-42.1,Tropical Depression,NA,25,1011,NA,NA
AL200107,AL022001,2001,7,12,0,11.4,-43.8,Tropical Depression,NA,25,1010,NA,NA
AL200107,AL022001,2001,7,12,6,11.8,-45.3,Tropical Depression,NA,25,1011,NA,NA
AL200107,AL022001,2001,7,12,12,12.5,-46.9,Tropical Depression,NA,25,1011,NA,NA
AL200107,AL022001,2001,7,12,18,13.1,-48.5,Tropical Depression,NA,25,1012,NA,NA
BARRY200108,Barry,2001,8,2,12,25.7,-84.8,Tropical Depression,NA,30,1011,NA,NA
BARRY200108,Barry,2001,8,2,18,26.2,-84.9,Tropical Storm,NA,45,1010,NA,NA
BARRY200108,Barry,2001,8,3,0,26.4,-85.6,Tropical Storm,NA,40,1007,NA,NA
BARRY200108,Barry,2001,8,3,6,26.6,-86.3,Tropical Storm,NA,35,1008,NA,NA
BARRY200108,Barry,2001,8,3,12,26.9,-87,Tropical Storm,NA,35,1007,NA,NA
BARRY200108,Barry,2001,8,3,18,26.8,-87.2,Tropical Storm,NA,35,1007,NA,NA
BARRY200108,Barry,2001,8,4,0,26.7,-87.5,Tropical Depression,NA,30,1005,NA,NA
BARRY200108,Barry,2001,8,4,6,26.6,-87.8,Tropical Depression,NA,30,1005,NA,NA
BARRY200108,Barry,2001,8,4,12,26.9,-87.7,Tropical Depression,NA,30,1006,NA,NA
BARRY200108,Barry,2001,8,4,18,27.1,-87.5,Tropical Storm,NA,35,1005,NA,NA
BARRY200108,Barry,2001,8,5,0,27.3,-87.3,Tropical Storm,NA,35,1003,NA,NA
BARRY200108,Barry,2001,8,5,6,27.5,-86.7,Tropical Storm,NA,40,1004,NA,NA
BARRY200108,Barry,2001,8,5,12,28.1,-86.4,Tropical Storm,NA,50,990,NA,NA
BARRY200108,Barry,2001,8,5,18,28.6,-86.4,Tropical Storm,NA,60,991,NA,NA
BARRY200108,Barry,2001,8,6,0,29.5,-86.3,Tropical Storm,NA,60,992,NA,NA
BARRY200108,Barry,2001,8,6,5,30.4,-86.3,Tropical Storm,NA,60,990,NA,NA
BARRY200108,Barry,2001,8,6,6,30.6,-86.4,Tropical Storm,NA,60,991,NA,NA
BARRY200108,Barry,2001,8,6,12,31.8,-86.9,Tropical Depression,NA,25,1007,NA,NA
BARRY200108,Barry,2001,8,6,18,32.7,-87.7,Tropical Depression,NA,20,1009,NA,NA
BARRY200108,Barry,2001,8,7,0,33.3,-88.5,Tropical Depression,NA,15,1012,NA,NA
BARRY200108,Barry,2001,8,7,6,34,-89.1,Other Low,NA,15,1015,NA,NA
BARRY200108,Barry,2001,8,7,12,34.7,-89.7,Other Low,NA,10,1017,NA,NA
BARRY200108,Barry,2001,8,7,18,35.6,-89.8,Other Low,NA,10,1018,NA,NA
BARRY200108,Barry,2001,8,8,0,36.6,-89.9,Other Low,NA,10,1016,NA,NA
BARRY200108,Barry,2001,8,8,6,37.5,-90,Other Low,NA,10,1017,NA,NA
CHANTAL200108,Chantal,2001,8,14,18,12.8,-37,Tropical Depression,NA,25,1010,NA,NA
CHANTAL200108,Chantal,2001,8,15,0,12.9,-39.3,Tropical Depression,NA,25,1010,NA,NA
CHANTAL200108,Chantal,2001,8,15,6,12.6,-41.6,Tropical Depression,NA,25,1010,NA,NA
CHANTAL200108,Chantal,2001,8,15,12,12.3,-43.9,Tropical Depression,NA,30,1010,NA,NA
CHANTAL200108,Chantal,2001,8,15,18,12.3,-46.3,Tropical Depression,NA,30,1010,NA,NA
CHANTAL200108,Chantal,2001,8,16,0,12.4,-48.8,Tropical Depression,NA,30,1010,NA,NA
CHANTAL200108,Chantal,2001,8,16,6,12.4,-51.3,Tropical Depression,NA,30,1011,NA,NA
CHANTAL200108,Chantal,2001,8,16,12,12.7,-53.9,Tropical Wave,NA,30,1012,NA,NA
CHANTAL200108,Chantal,2001,8,16,18,12.7,-57.2,Tropical Wave,NA,30,1012,NA,NA
CHANTAL200108,Chantal,2001,8,17,0,13.1,-60.6,Tropical Wave,NA,35,1011,NA,NA
CHANTAL200108,Chantal,2001,8,17,6,13.3,-62.8,Tropical Wave,NA,35,1011,NA,NA
CHANTAL200108,Chantal,2001,8,17,12,13.7,-64.6,Tropical Storm,NA,35,1010,NA,NA
CHANTAL200108,Chantal,2001,8,17,18,14.2,-66.4,Tropical Storm,NA,35,1006,NA,NA
CHANTAL200108,Chantal,2001,8,18,0,14.4,-68.2,Tropical Storm,NA,45,1004,NA,NA
CHANTAL200108,Chantal,2001,8,18,6,14.6,-70.4,Tropical Storm,NA,55,1003,NA,NA
CHANTAL200108,Chantal,2001,8,18,12,14.8,-72.9,Tropical Storm,NA,50,1006,NA,NA
CHANTAL200108,Chantal,2001,8,18,18,15.3,-75.2,Tropical Storm,NA,50,1003,NA,NA
CHANTAL200108,Chantal,2001,8,19,0,15.3,-77.2,Tropical Storm,NA,55,1002,NA,NA
CHANTAL200108,Chantal,2001,8,19,6,15.4,-78.4,Tropical Storm,NA,60,997,NA,NA
CHANTAL200108,Chantal,2001,8,19,12,15.7,-79.6,Tropical Storm,NA,60,1004,NA,NA
CHANTAL200108,Chantal,2001,8,19,18,16.2,-81.1,Tropical Storm,NA,55,1005,NA,NA
CHANTAL200108,Chantal,2001,8,20,0,16.7,-82.6,Tropical Storm,NA,50,1007,NA,NA
CHANTAL200108,Chantal,2001,8,20,6,17.1,-84.1,Tropical Storm,NA,50,1008,NA,NA
CHANTAL200108,Chantal,2001,8,20,12,17.5,-85.6,Tropical Storm,NA,50,1007,NA,NA
CHANTAL200108,Chantal,2001,8,20,18,17.9,-86.7,Tropical Storm,NA,55,1006,NA,NA
CHANTAL200108,Chantal,2001,8,21,0,18.1,-87.7,Tropical Storm,NA,60,1000,NA,NA
CHANTAL200108,Chantal,2001,8,21,2,18.1,-87.8,Tropical Storm,NA,60,999,NA,NA
CHANTAL200108,Chantal,2001,8,21,6,18.2,-88.1,Tropical Storm,NA,55,1000,NA,NA
CHANTAL200108,Chantal,2001,8,21,12,18.4,-88.7,Tropical Storm,NA,45,1002,NA,NA
CHANTAL200108,Chantal,2001,8,21,18,18.6,-89.5,Tropical Storm,NA,35,1006,NA,NA
CHANTAL200108,Chantal,2001,8,22,0,18.7,-90.3,Tropical Depression,NA,25,1007,NA,NA
CHANTAL200108,Chantal,2001,8,22,6,18.4,-91.2,Tropical Depression,NA,25,1008,NA,NA
CHANTAL200108,Chantal,2001,8,22,12,17.9,-92.2,Tropical Depression,NA,25,1009,NA,NA
DEAN200108,Dean,2001,8,22,12,17.9,-64.3,Tropical Storm,NA,45,1010,NA,NA
DEAN200108,Dean,2001,8,22,18,19.1,-65.9,Tropical Storm,NA,50,1009,NA,NA
DEAN200108,Dean,2001,8,23,0,19.8,-67.4,Tropical Storm,NA,50,1010,NA,NA
DEAN200108,Dean,2001,8,23,6,20.7,-68.9,Tropical Storm,NA,50,1010,NA,NA
DEAN200108,Dean,2001,8,23,12,21.6,-69.8,Tropical Depression,NA,30,1012,NA,NA
DEAN200108,Dean,2001,8,23,18,23,-70.2,Tropical Wave,NA,25,1012,NA,NA
DEAN200108,Dean,2001,8,24,0,24.6,-70.8,Other Low,NA,25,1013,NA,NA
DEAN200108,Dean,2001,8,24,6,26.6,-70.7,Other Low,NA,25,1013,NA,NA
DEAN200108,Dean,2001,8,24,12,28.6,-70.7,Other Low,NA,25,1012,NA,NA
DEAN200108,Dean,2001,8,24,18,30.3,-70.2,Other Low,NA,25,1012,NA,NA
DEAN200108,Dean,2001,8,25,0,31.5,-69.4,Other Low,NA,25,1011,NA,NA
DEAN200108,Dean,2001,8,25,6,32.7,-67.9,Other Low,NA,25,1011,NA,NA
DEAN200108,Dean,2001,8,25,12,34,-66.5,Other Low,NA,25,1010,NA,NA
DEAN200108,Dean,2001,8,25,18,35,-66,Other Low,NA,25,1008,NA,NA
DEAN200108,Dean,2001,8,26,0,35,-66,Other Low,NA,25,1008,NA,NA
DEAN200108,Dean,2001,8,26,6,35,-66,Other Low,NA,25,1008,NA,NA
DEAN200108,Dean,2001,8,26,12,35.2,-65.5,Other Low,NA,25,1008,NA,NA
DEAN200108,Dean,2001,8,26,18,35.5,-65,Tropical Depression,NA,30,1004,NA,NA
DEAN200108,Dean,2001,8,27,0,36.3,-63.3,Tropical Storm,NA,40,1001,NA,NA
DEAN200108,Dean,2001,8,27,6,37.7,-62,Tropical Storm,NA,50,1000,NA,NA
DEAN200108,Dean,2001,8,27,12,38.9,-60.7,Tropical Storm,NA,55,996,NA,NA
DEAN200108,Dean,2001,8,27,18,40.6,-59.4,Tropical Storm,NA,60,994,NA,NA
DEAN200108,Dean,2001,8,28,0,42.1,-57.5,Tropical Storm,NA,60,995,NA,NA
DEAN200108,Dean,2001,8,28,6,43.5,-56,Tropical Storm,NA,55,996,NA,NA
DEAN200108,Dean,2001,8,28,12,44,-53.4,Tropical Storm,NA,50,997,NA,NA
DEAN200108,Dean,2001,8,28,18,45.5,-50.5,Extratropical,NA,45,998,NA,NA
DEAN200108,Dean,2001,8,29,0,47,-48.5,Extratropical,NA,45,999,NA,NA
DEAN200108,Dean,2001,8,29,6,49,-45,Extratropical,NA,45,999,NA,NA
DEAN200108,Dean,2001,8,29,12,51,-40.9,Extratropical,NA,40,1000,NA,NA
ERIN200109,Erin,2001,9,1,18,12.5,-34.3,Tropical Depression,NA,30,1006,NA,NA
ERIN200109,Erin,2001,9,2,0,12.9,-35.9,Tropical Depression,NA,30,1005,NA,NA
ERIN200109,Erin,2001,9,2,6,13.2,-37.5,Tropical Storm,NA,40,1002,NA,NA
ERIN200109,Erin,2001,9,2,12,13.5,-39,Tropical Storm,NA,45,1003,NA,NA
ERIN200109,Erin,2001,9,2,18,14.1,-40.6,Tropical Storm,NA,45,1003,NA,NA
ERIN200109,Erin,2001,9,3,0,14.7,-42.2,Tropical Storm,NA,45,1003,NA,NA
ERIN200109,Erin,2001,9,3,6,15.3,-43.7,Tropical Storm,NA,50,1003,NA,NA
ERIN200109,Erin,2001,9,3,12,15.9,-45.3,Tropical Storm,NA,50,1003,NA,NA
ERIN200109,Erin,2001,9,3,18,16.3,-47.1,Tropical Storm,NA,40,1002,NA,NA
ERIN200109,Erin,2001,9,4,0,16.7,-48.7,Tropical Storm,NA,40,1002,NA,NA
ERIN200109,Erin,2001,9,4,6,17,-50.3,Tropical Storm,NA,45,1000,NA,NA
ERIN200109,Erin,2001,9,4,12,17,-52,Tropical Storm,NA,45,1000,NA,NA
ERIN200109,Erin,2001,9,4,18,17.2,-53.4,Tropical Storm,NA,45,1000,NA,NA
ERIN200109,Erin,2001,9,5,0,17.4,-54.8,Tropical Storm,NA,45,1000,NA,NA
ERIN200109,Erin,2001,9,5,6,17.8,-55.9,Tropical Storm,NA,45,1000,NA,NA
ERIN200109,Erin,2001,9,5,12,18.1,-57,Tropical Storm,NA,35,1013,NA,NA
ERIN200109,Erin,2001,9,5,18,19,-57.9,Other Low,NA,25,1014,NA,NA
ERIN200109,Erin,2001,9,6,0,20.1,-58.1,Other Low,NA,15,1015,NA,NA
ERIN200109,Erin,2001,9,6,6,21.2,-58.2,Other Low,NA,15,1015,NA,NA
ERIN200109,Erin,2001,9,6,12,22.2,-58.3,Other Low,NA,20,1014,NA,NA
ERIN200109,Erin,2001,9,6,18,23.2,-58.4,Tropical Depression,NA,25,1013,NA,NA
ERIN200109,Erin,2001,9,7,0,23.9,-58.1,Tropical Depression,NA,25,1012,NA,NA
ERIN200109,Erin,2001,9,7,6,24.4,-57.6,Tropical Depression,NA,30,1008,NA,NA
ERIN200109,Erin,2001,9,7,12,24.9,-57.8,Tropical Depression,NA,30,1008,NA,NA
ERIN200109,Erin,2001,9,7,18,25.3,-58,Tropical Storm,NA,35,1005,NA,NA
FELIX200109,Felix,2001,9,7,18,13.9,-28.4,Tropical Depression,NA,30,1008,NA,NA
ERIN200109,Erin,2001,9,8,0,26,-58.3,Tropical Storm,NA,35,1004,NA,NA
FELIX200109,Felix,2001,9,8,0,14.4,-29.5,Tropical Depression,NA,30,1007,NA,NA
ERIN200109,Erin,2001,9,8,6,26.5,-58.8,Tropical Storm,NA,40,999,NA,NA
FELIX200109,Felix,2001,9,8,6,14.8,-31,Tropical Depression,NA,30,1007,NA,NA
ERIN200109,Erin,2001,9,8,12,27.2,-59.2,Tropical Storm,NA,45,999,NA,NA
FELIX200109,Felix,2001,9,8,12,15,-33,Tropical Depression,NA,30,1008,NA,NA
ERIN200109,Erin,2001,9,8,18,28.4,-59.8,Tropical Storm,NA,60,994,NA,NA
FELIX200109,Felix,2001,9,8,18,15,-35.1,Tropical Wave,NA,25,1009,NA,NA
ERIN200109,Erin,2001,9,9,0,29.7,-60.4,Hurricane,1,75,987,NA,NA
FELIX200109,Felix,2001,9,9,0,15,-37,Tropical Wave,NA,25,1009,NA,NA
ERIN200109,Erin,2001,9,9,6,30.6,-61.3,Hurricane,2,90,982,NA,NA
FELIX200109,Felix,2001,9,9,6,15,-38.7,Tropical Wave,NA,25,1009,NA,NA
ERIN200109,Erin,2001,9,9,12,31.5,-62.2,Hurricane,2,95,979,NA,NA
FELIX200109,Felix,2001,9,9,12,15,-40.2,Tropical Wave,NA,25,1009,NA,NA
ERIN200109,Erin,2001,9,9,18,32.4,-62.8,Hurricane,3,105,968,NA,NA
FELIX200109,Felix,2001,9,9,18,15,-41.7,Tropical Wave,NA,25,1009,NA,NA
ERIN200109,Erin,2001,9,10,0,33.3,-63.3,Hurricane,3,105,969,NA,NA
FELIX200109,Felix,2001,9,10,0,15.2,-43.1,Tropical Wave,NA,25,1009,NA,NA
ERIN200109,Erin,2001,9,10,6,34.2,-64.1,Hurricane,3,105,969,NA,NA
FELIX200109,Felix,2001,9,10,6,16,-43.7,Tropical Depression,NA,30,1008,NA,NA
ERIN200109,Erin,2001,9,10,12,34.9,-64.7,Hurricane,3,100,969,NA,NA
FELIX200109,Felix,2001,9,10,12,16.5,-44.8,Tropical Depression,NA,30,1008,NA,NA
ERIN200109,Erin,2001,9,10,18,35.7,-65.4,Hurricane,2,90,970,NA,NA
FELIX200109,Felix,2001,9,10,18,16.9,-45.8,Tropical Depression,NA,30,1007,NA,NA
ERIN200109,Erin,2001,9,11,0,36.4,-65.7,Hurricane,1,80,973,NA,NA
FELIX200109,Felix,2001,9,11,0,17.3,-46.8,Tropical Depression,NA,30,1006,NA,NA
ERIN200109,Erin,2001,9,11,6,36.9,-65.9,Hurricane,1,80,976,NA,NA
FELIX200109,Felix,2001,9,11,6,17.8,-47.4,Tropical Depression,NA,30,1004,NA,NA
ERIN200109,Erin,2001,9,11,12,37.4,-65.6,Hurricane,1,80,976,NA,NA
FELIX200109,Felix,2001,9,11,12,18.6,-47.7,Tropical Storm,NA,35,1003,NA,NA
ERIN200109,Erin,2001,9,11,18,37.8,-65.1,Hurricane,1,80,976,NA,NA
FELIX200109,Felix,2001,9,11,18,19.4,-48,Tropical Storm,NA,35,1003,NA,NA
GABRIELLE200109,Gabrielle,2001,9,11,18,25.8,-84.1,Tropical Depression,NA,25,1010,NA,NA
ERIN200109,Erin,2001,9,12,0,38,-64.3,Hurricane,1,80,976,NA,NA
FELIX200109,Felix,2001,9,12,0,20.2,-48.4,Tropical Storm,NA,40,1000,NA,NA
GABRIELLE200109,Gabrielle,2001,9,12,0,25.7,-84.6,Tropical Depression,NA,25,1009,NA,NA
ERIN200109,Erin,2001,9,12,6,38,-63.3,Hurricane,1,75,979,NA,NA
FELIX200109,Felix,2001,9,12,6,21,-48.8,Tropical Storm,NA,45,998,NA,NA
GABRIELLE200109,Gabrielle,2001,9,12,6,25.7,-85,Tropical Depression,NA,25,1008,NA,NA
ERIN200109,Erin,2001,9,12,12,37.9,-62.6,Hurricane,1,75,979,NA,NA
FELIX200109,Felix,2001,9,12,12,22,-48.9,Tropical Storm,NA,55,994,NA,NA
GABRIELLE200109,Gabrielle,2001,9,12,12,25.6,-85.3,Tropical Depression,NA,25,1008,NA,NA
ERIN200109,Erin,2001,9,12,18,37.9,-62,Hurricane,1,75,979,NA,NA
FELIX200109,Felix,2001,9,12,18,22.9,-49,Tropical Storm,NA,60,993,NA,NA
GABRIELLE200109,Gabrielle,2001,9,12,18,25.4,-85.4,Tropical Depression,NA,30,1007,NA,NA
ERIN200109,Erin,2001,9,13,0,38.1,-61.4,Hurricane,1,75,979,NA,NA
FELIX200109,Felix,2001,9,13,0,23.9,-48.9,Hurricane,1,65,987,NA,NA
GABRIELLE200109,Gabrielle,2001,9,13,0,25.1,-85.7,Tropical Depression,NA,30,1005,NA,NA
ERIN200109,Erin,2001,9,13,6,38.3,-61,Hurricane,1,70,982,NA,NA
FELIX200109,Felix,2001,9,13,6,24.8,-48.6,Hurricane,1,75,979,NA,NA
GABRIELLE200109,Gabrielle,2001,9,13,6,25.2,-85.3,Tropical Depression,NA,30,1005,NA,NA
ERIN200109,Erin,2001,9,13,12,38.8,-60.6,Hurricane,1,70,982,NA,NA
FELIX200109,Felix,2001,9,13,12,25.9,-48.4,Hurricane,2,85,972,NA,NA
GABRIELLE200109,Gabrielle,2001,9,13,12,25.3,-84.9,Tropical Storm,NA,35,1003,NA,NA
ERIN200109,Erin,2001,9,13,18,39.6,-60.2,Hurricane,1,70,982,NA,NA
FELIX200109,Felix,2001,9,13,18,27.1,-48,Hurricane,2,95,966,NA,NA
GABRIELLE200109,Gabrielle,2001,9,13,18,25.4,-84.5,Tropical Storm,NA,40,998,NA,NA
ERIN200109,Erin,2001,9,14,0,40.6,-59.3,Hurricane,1,70,982,NA,NA
FELIX200109,Felix,2001,9,14,0,28.2,-47.2,Hurricane,3,100,962,NA,NA
GABRIELLE200109,Gabrielle,2001,9,14,0,25.4,-84.1,Tropical Storm,NA,45,997,NA,NA
ERIN200109,Erin,2001,9,14,6,42,-58.1,Hurricane,1,65,987,NA,NA
FELIX200109,Felix,2001,9,14,6,29.3,-46.6,Hurricane,3,100,962,NA,NA
GABRIELLE200109,Gabrielle,2001,9,14,6,25.8,-83.6,Tropical Storm,NA,50,992,NA,NA
ERIN200109,Erin,2001,9,14,12,43.3,-56.7,Hurricane,1,65,987,NA,NA
FELIX200109,Felix,2001,9,14,12,30.1,-45.5,Hurricane,2,95,966,NA,NA
GABRIELLE200109,Gabrielle,2001,9,14,12,27.1,-82.6,Tropical Storm,NA,60,983,NA,NA
ERIN200109,Erin,2001,9,14,18,44.7,-55.2,Hurricane,1,65,984,NA,NA
FELIX200109,Felix,2001,9,14,18,30.9,-44.3,Hurricane,2,90,970,NA,NA
GABRIELLE200109,Gabrielle,2001,9,14,18,28,-81.8,Tropical Storm,NA,45,994,NA,NA
ERIN200109,Erin,2001,9,15,0,46.7,-52.7,Tropical Storm,NA,60,981,NA,NA
FELIX200109,Felix,2001,9,15,0,31.2,-42.8,Hurricane,2,90,970,NA,NA
GABRIELLE200109,Gabrielle,2001,9,15,0,28.6,-81.4,Tropical Storm,NA,40,995,NA,NA
ERIN200109,Erin,2001,9,15,6,49,-51,Extratropical,NA,60,981,NA,NA
FELIX200109,Felix,2001,9,15,6,31.5,-41.4,Hurricane,2,90,970,NA,NA
GABRIELLE200109,Gabrielle,2001,9,15,6,28.6,-80.9,Tropical Storm,NA,40,995,NA,NA
ERIN200109,Erin,2001,9,15,12,52,-49,Extratropical,NA,55,978,NA,NA
FELIX200109,Felix,2001,9,15,12,31.7,-39.5,Hurricane,2,90,970,NA,NA
GABRIELLE200109,Gabrielle,2001,9,15,12,28.9,-80.1,Tropical Storm,NA,40,998,NA,NA
ERIN200109,Erin,2001,9,15,18,55,-47.5,Extratropical,NA,55,976,NA,NA
FELIX200109,Felix,2001,9,15,18,32.1,-37.6,Hurricane,2,85,975,NA,NA
GABRIELLE200109,Gabrielle,2001,9,15,18,29.8,-79,Tropical Storm,NA,45,999,NA,NA
ERIN200109,Erin,2001,9,16,0,58,-46,Extratropical,NA,55,972,NA,NA
FELIX200109,Felix,2001,9,16,0,32.1,-36,Hurricane,2,85,975,NA,NA
GABRIELLE200109,Gabrielle,2001,9,16,0,30.4,-77.9,Tropical Storm,NA,50,998,NA,NA
ERIN200109,Erin,2001,9,16,6,60,-44.5,Extratropical,NA,55,976,NA,NA
FELIX200109,Felix,2001,9,16,6,32.6,-34.8,Hurricane,1,80,976,NA,NA
GABRIELLE200109,Gabrielle,2001,9,16,6,30.8,-76.8,Tropical Storm,NA,50,998,NA,NA
ERIN200109,Erin,2001,9,16,12,61.5,-42,Extratropical,NA,55,981,NA,NA
FELIX200109,Felix,2001,9,16,12,33.4,-33.3,Hurricane,1,75,977,NA,NA
GABRIELLE200109,Gabrielle,2001,9,16,12,31.6,-74.9,Tropical Storm,NA,55,995,NA,NA
ERIN200109,Erin,2001,9,16,18,63,-38.9,Extratropical,NA,50,985,NA,NA
FELIX200109,Felix,2001,9,16,18,34.3,-32.4,Hurricane,1,70,979,NA,NA
GABRIELLE200109,Gabrielle,2001,9,16,18,32.3,-72.8,Tropical Storm,NA,55,995,NA,NA
ERIN200109,Erin,2001,9,17,0,65,-35,Extratropical,NA,40,995,NA,NA
FELIX200109,Felix,2001,9,17,0,35.1,-32,Hurricane,1,70,981,NA,NA
GABRIELLE200109,Gabrielle,2001,9,17,0,33.1,-70.7,Hurricane,1,65,991,NA,NA
FELIX200109,Felix,2001,9,17,6,35.4,-31.7,Hurricane,1,65,983,NA,NA
GABRIELLE200109,Gabrielle,2001,9,17,6,34,-68.5,Hurricane,1,65,991,NA,NA
